sebi_id,name,reg_no,category,contact_person,email,telephone,fax,website,domain,pincode,city,state,address,correspondence_address,validity,sebi_type
69,ACROBAT CAPITAL FUND 2 - LVF,IN/AIF3/26-27/2213,Category III,Vaibhav Goel,vaibhav@acrobatcapital.in,,,,,560103,Bangalore,Karnataka,"9th Floor, Unit No. 902 and 903, Campus 31, RMZ Ecoworld, Bhoganahalli Village, Varthur Hobli, Bellandur, Bellandur Police Station, Bangalore South, BANGALORE, KARNATAKA, 560103",,"Jun 10, 2026 - Perpetual",aif
70,Acrobat Capital Fund I,IN/AIF2/25-26/1828,Category II,Vaibhav Goel,vaibhav@acrobatcapital.in,,,,,560103,Bangalore,Karnataka,"9th Floor, Unit No. 902 and 903, Campus 31, RMZ Ecoworld, Sarjapur, Marathalli Outer Ring Road, Bhoganahalli Village, Varthur Hobli, Bengaluru East Taluk, BANGALORE, KARNATAKA, 560103","9th Floor, Unit No. 902 and 903, Campus 31, RMZ Ecoworld, Sarjapur, Marathalli Outer Ring Road, Bhoganahalli Village, Varthur Hobli, Bengaluru East Taluk, BANGALORE, KARNATAKA, 560103","Jun 12, 2025 - Perpetual",aif
71,Activate Platform Fund,IN/AIF2/25-26/1976,Category II,Aakrit  Vaish,aakrit.vaish@gmail.com,,,,,400053,Mumbai,Maharashtra,"107, Damji Shamji Udyog Bhavan, Veera Desai Road, Andheri W, MUMBAI, MAHARASHTRA, 400053","107, Damji Shamji Udyog Bhavan, Veera Desai Road, Andheri W, MUMBAI, MAHARASHTRA, 400053","Dec 09, 2025 - Perpetual",aif
72,Adi Trust,IN/AIF2/16-17/0258,Category II,Praveen Yelchuru,compliance@trayi.vc,,,,,,,,,,"Sep 06, 2016 - Perpetual",aif
73,Aditya Birla Special Situations Fund,IN/AIF2/18-19/0591,Category II,,,,,,,400013,Mumbai,Maharashtra,"One Indiabulls Center, Tower 1, 16th Floor, , Jupiter Mills Compound, Senapati Bapat Marg, Elphinstone, MUMBAI, MAHARASHTRA, 400013","One Indiabulls Center, Tower 1, 16th Floor, , Jupiter Mills Compound, Senapati Bapat Marg, Elphinstone, MUMBAI, MAHARASHTRA, 400013","Oct 03, 2018 - Perpetual",aif
74,Aditya Birla Sun Life AIF Trust   I,IN/AIF3/17-18/0319,Category III,Parth Makwana,parth.makwana@adityabirlacapital.com,,,,,400013,Mumbai,Maharashtra,"One Indiabulls centre, tower 1, 17th floor, , Jupiter mill compound, 841 SB Marg, Elphinstone road, MUMBAI, MAHARASHTRA, 400013",,"Apr 11, 2017 - Perpetual",aif
75,Aditya Birla Sun Life AIF Trust   II,IN/AIF2/17-18/0513,Category II,Prannav Shah,prannav.shah@adityabirlacapital.com,,,,,400013,Mumbai,Maharashtra,"One Indiabulls Centre, Tower-1, 17th floor, Jupiter Mill Compound, 841, S.B. Marg, Elphinstone Road,, MUMBAI, MAHARASHTRA, 400013","One Indiabulls Centre, Tower-1, 17th floor, Jupiter Mill Compound, 841, S.B. Marg, Elphinstone Road, MUMBAI, MAHARASHTRA, 400013","Jan 19, 2018 - Perpetual",aif
76,ADM Capital India AIF Trust,IN/AIF2/23-24/1363,Category II,Sabita Prakash,deep.shah@khaitanco.com,,,,,560001,Bangalore,Karnataka,"C o Corporate Edge Serviced Offices Suit 10 12 Level 10 Concorde Tower, UB City Vittal Mallya Road Bengaluru Karnataka, BANGALORE, KARNATAKA, 560001","C o Corporate Edge Serviced Offices Suit 10 12 Level 10 Concorde Tower, UB City Vittal Mallya Road Bengaluru Karnataka, BANGALORE, KARNATAKA, 560001","Oct 05, 2023 - Perpetual",aif
77,ADS India Growth Fund,IN/AIF2/17-18/0317,Category II,,,,,,,,,,,,"Apr 11, 2017 - Perpetual",aif
78,Advantedge Founders Fund,IN/AIF2/23-24/1360,Category II,Nitin Garg,nitin_garg@hotmail.com,,,,,110021,New Delhi,National Capital Territory Of Delhi,"3 16, 2nd Floor, Shanti Niketan, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110021","3 16, 2nd Floor, Shanti Niketan, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110021","Sep 27, 2023 - Perpetual",aif
79,Advantedge Technology Fund,IN/AIF1/19-20/0754,Category I,Kunal Khattar,kk@advantedge.vc,,,,,201301,Noida,Uttar Pradesh,"3 16  2nd Floor  Shanti Niketan  New Delhi, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110021","6 Floor  Plot No 1  Sector 127  Noida Uttar Pradesh, NOIDA, UTTAR PRADESH, 201301","Dec 10, 2019 - Perpetual",aif
80,Adventz Keventers Real Estate Trust,IN/AIF2/25-26/2001,Category II,Monal Gupta,compliance@adventzkeventercapitaladvisors.com,,,,,110017,New Delhi,National Capital Territory Of Delhi,"WeWork Eldeco Centre, Block A, Shivalik Colony, Malviya Nagar, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110017","WeWork Eldeco Centre, Block A, Shivalik Colony, Malviya Nagar, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110017","Dec 26, 2025 - Perpetual",aif
81,AEKUM INVESTMENT FUND,IN/AIF3/26-27/2242,Category III,Shrey  Agarwal,aif@goyalgums.in,,,,,302006,Jaipur,Rajasthan,"509 512 V Floor Sun N Moon Chambers, Ajmer Road Jaipur, JAIPUR, RAJASTHAN, 302006",,"Jul 02, 2026 - Perpetual",aif
82,Aequitas Equity Fund,IN/AIF3/18-19/0638,Category III,Mayur  Shah,mayur.shah@aequitasindia.in,,,,,400051,Mumbai,Maharashtra,"A-1003, The Capital Building, Behind ICICI Bank BKC, Bandra East, Bandra, MUMBAI, MAHARASHTRA, 400051","A-1003, The Capital Building, Behind ICICI Bank BKC, Bandra East, Bandra, MUMBAI, MAHARASHTRA, 400051","Feb 22, 2019 - Perpetual",aif
83,Aeravti Ventures Trust,IN/AIF1/22-23/1169,Category I,Shubham Jhuria,shubham@aeravti.com,,,,,560027,Bangalore,Karnataka,"7 Ridhi Sidhi Nanjappa Road Shanthinagar, Behind Bank of Baroda KH Road, BANGALORE, KARNATAKA, 560027","7 Ridhi Sidhi Nanjappa Road Shanthinagar, Behind Bank of Baroda KH Road, BANGALORE, KARNATAKA, 560027","Nov 15, 2022 - Perpetual",aif
84,AFPL CAT II AIF TRUST,IN/AIF2/23-24/1309,Category II,Anand Prakash,anand.prakash@acmegroup.co.in,,,,,400099,Mumbai,Maharashtra,"F-23,1, 1st Floor, Krishna Nagar Delhi, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110051","B 706, Kanakia Wall Street, 7th Floor, B Wing, Andheri East, MUMBAI, MAHARASHTRA, 400099","Jul 10, 2023 - Perpetual",aif
85,Agastya Capital India Trust,IN/AIF2/23-24/1266,Category II,Abhijit Roy,Abhijit.Roy@affirmacapital.com,,,,,400018,Mumbai,Maharashtra,"9th Floor, Avighna House, 82, Dr. Annie Besant Road, Worli Naka, Worli,, MUMBAI, MAHARASHTRA, 400018","9th Floor, Avighna House, 82, Dr. Annie Besant Road, Worli Naka, Worli, MUMBAI, MAHARASHTRA, 400018","Apr 28, 2023 - Perpetual",aif
86,Agastya Trust,IN/AIF2/21-22/0985,Category II,Lianna Engineer,liannaengineer@prachetascapital.com,9102235924131,9102235924131,,,400021,Mumbai,Maharashtra,"Floor No. 3, 310, Plot No. 221, Maker Chambers V, Jamnalal Bajaj Marg, Nariman Point, MUMBAI, MAHARASHTRA, 400021","Floor No. 3, 310, Plot No. 221, Maker Chambers V, Jamnalal Bajaj Marg, Nariman Point, MUMBAI, MAHARASHTRA, 400021","Jan 31, 2022 - Perpetual",aif
87,Agni Alpha Bharat Fund,IN/AIF3/26-27/2119,Category III,,,,,,,360001,Rajkot,Gujarat,"211, Office no. 11, second floor, Sterling apt., Jawahar Road, Rajkot, RAJKOT, GUJARAT, 360001",,"Apr 01, 2026 - Perpetual",aif
88,AGP INDUSTRIAL LOGISTICS AIF,IN/AIF2/25-26/1876,Category II,,,,,,,560025,Bangalore,Karnataka,"Aurbis Concord No 10 3rd Floor Richmond Road Richmond Town Bangalore North Bangalore 560025, BANGALORE, KARNATAKA, 560025","Aurbis Concord No 10 3rd Floor Richmond Road Richmond Town Bangalore North Bangalore 560025, BANGALORE, KARNATAKA, 560025","Aug 12, 2025 - Perpetual",aif
89,AGRI-SURE - AGRI FUND FOR START UPS AND RURAL ENTERPRISES,IN/AIF2/24-25/1568,Category II,VIKAS BHATT,vikas.bhatt@nabard.org,9102226539032,9102226539032,,,400051,Mumbai,Maharashtra,"Plot No. C 24 G Block, Bandra Kurla Complex Bandra East, MUMBAI, MAHARASHTRA, 400051","Plot No. C 24 G Block, Bandra Kurla Complex Bandra East, MUMBAI, MAHARASHTRA, 400051","Jul 29, 2024 - Perpetual",aif
90,AH Ventures Angel Trust,IN/AIF1/22-23/1075,Category I,Amit Kumar,amit.kumar@ahventures.in,,,,,411009,Pune,Maharashtra,"B 402, Kemp Plaza Chincholi Bunder Road Mind Space, Malad West Mumbai, MUMBAI, MAHARASHTRA, 400064","481 B 12, Kalpana, Shri Krupa Society, Parvati Darshan, Pune, PUNE, MAHARASHTRA, 411009","Jun 02, 2022 - Perpetual",aif
91,AHF Investment Trust,IN/AIF2/18-19/0569,Category II,SHAILENDRA TANDON,anurag.gupta@asianhealthcarefund.com,30611504,30611504,,,110029,Delhi,National Capital Territory Of Delhi,"3 FACTORY ROAD, NEAR SAFDARJUNG HOSPITAL, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110029","3 FACTORY ROAD, NEAR SAFDARJUNG HOSPITAL, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110029","Jul 30, 2018 - Perpetual",aif
92,AIKYAM CAPITAL TRUST,IN/AIF2/25-26/1935,Category II,SONAL GUPTA,sa.compliance@aikyamcap.com,,,,,400053,Mumbai,Maharashtra,"1203 Lotus Link Square K3 and K4 CTS 195 Near Apna Bazar, D N Nagar New Link Road Andheri West Mumbai 400053 Maharashtra India, MUMBAI, MAHARASHTRA, 400053","1203 Lotus Link Square K3 and K4 CTS 195 Near Apna Bazar, D N Nagar New Link Road Andheri West Mumbai 400053 Maharashtra India, MUMBAI, MAHARASHTRA, 400053","Oct 23, 2025 - Perpetual",aif
93,Aikyam Stressed Assets Trust,IN/AIF1/24-25/1749,Category I,SONAL GUPTA,sa.compliance@aikyamcap.com,,,,,400053,Mumbai,Maharashtra,"1203 12th Floor Lotus Link Square DN Nagar New Link Road Andheri West, Near DN Nagar Metro Station, MUMBAI, MAHARASHTRA, 400053","1203 12th Floor Lotus Link Square DN Nagar New Link Road Andheri West, Near DN Nagar Metro Station, MUMBAI, MAHARASHTRA, 400053","Mar 04, 2025 - Perpetual",aif
94,Aionios Alpha Fund,IN/AIF3/22-23/1205,Category III,Kuleen Tanna,kuleen.tanna@aioniosalpha.com,,,,,400021,Mumbai,Maharashtra,"418, Maker Chambers V, 221 Jamnalal Bajaj Marg, Nariman Point, MUMBAI, MAHARASHTRA, 400021","418, Maker Chambers V, 221 Jamnalal Bajaj Marg, Nariman Point, MUMBAI, MAHARASHTRA, 400021","Feb 08, 2023 - Perpetual",aif
95,AIP INDIA OPPORTUNITIES TRUST,IN/AIF2/21-22/0957,Category II,Sumeet Jain,sujain@apollo.com,,,,,400051,Mumbai,Maharashtra,"Unit No. 81, 8th floor, North Avenue 2, Maker Maxity,, Bandra Kurla Complex, Bandra East,, MUMBAI, MAHARASHTRA, 400051",,"Dec 06, 2021 - Perpetual",aif
96,Airavat Capital Trust,IN/AIF3/16-17/0275,Category III,,,,,,,560025,Bangalore,Karnataka,"91 Springboard, Gopala Krishna Complex, No. 45/3, Residency Road, MG Road,, BANGALORE, KARNATAKA, 560025",,"Nov 11, 2016 - Perpetual",aif
97,Ajanta India Fund,IN/AIF3/24-25/1560,Category III,Vishnu  Gopalakrishnan,vishnu@ajantafund.com,,,,,400015,Mumbai,Maharashtra,"E2302, Ashok Gardens, , Tokersi Jivraj Road, Sewri, MUMBAI, MAHARASHTRA, 400015","E2302, Ashok Gardens, , Tokersi Jivraj Road, Sewri, MUMBAI, MAHARASHTRA, 400015","Jul 15, 2024 - Perpetual",aif
98,AJVC TRUST,IN/AIF2/24-25/1578,Category II,Aviral Bhatnagar,aviral@ajuniorvc.com,,,,,411013,Pune,Maharashtra,"WeWork Futura, Sr No 133 P, CTS No. 4944, Magarpatta Road, Kirtane Baugh, Magarpatta, Hadapsar, PUNE, MAHARASHTRA, 411013","WeWork Futura, Sr No 133 P, CTS No. 4944, Magarpatta Road, Kirtane Baugh, Magarpatta, Hadapsar, PUNE, MAHARASHTRA, 411013","Aug 13, 2024 - Perpetual",aif
99,Akalpya India Investment Trust,IN/AIF3/25-26/1797,Category III,Prashil Shah,prashilshah8@gmail.com,,,,,380015,Ahmedabad,Gujarat,"202 Shakti 21 Judges , Bunglow road Vastrapur, AHMEDABAD, GUJARAT, 380015","202 Shakti 21 Judges , Bunglow road Vastrapur, AHMEDABAD, GUJARAT, 380015","Apr 24, 2025 - Perpetual",aif
100,Akron Capital Private Trust,IN/AIF2/25-26/2094,Category II,Minal Gadia,minal@anilgoyal.com,,,,,400099,Mumbai,Maharashtra,"609, 6th Floor, Inizio, Cardinal Gracious Road, Opp.P & G Plaza, Chakala Andheri East, MUMBAI, MAHARASHTRA, 400099",,"Mar 12, 2026 - Perpetual",aif
101,AL Access Trust,IN/AIF1/18-19/0650,Category I,Utsav  Somani,utsav@angel.co,,,,,110057,New Delhi,National Capital Territory Of Delhi,"E1 12 Vasant Vihar, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110057","E1 12 Vasant Vihar, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110057","Mar 13, 2019 - Perpetual",aif
102,AL Trust,IN/AIF1/17-18/0504,Category I,,,,,,,,,,,,"Nov 20, 2017 - Perpetual",aif
103,Alacrity India Fund,IN/AIF1/18-19/0534,Category I,Vikas Agarwal,vikas.agarwal@legalogic.co.in,,,,,411030,Pune,Maharashtra,"Kondan 11/2, Gananjay Housing Society, Kothrud, PUNE, MAHARASHTRA, 411030","Kondan 11/2, Gananjay Housing Society, Kothrud, PUNE, MAHARASHTRA, 411030","Apr 23, 2018 - Perpetual",aif
104,ALANAR ONE HEALTH EQUITY FUND,IN/AIF2/25-26/1782,Category II,AAMER KHAN,aamerkhan0202@gmail.com,,,,,400058,Mumbai,Maharashtra,"115 B 58 Ravikiran Oshiwara Link Road, Andheri W H M P School Mumbai Maharashtra, MUMBAI, MAHARASHTRA, 400058","115 B 58 Ravikiran Oshiwara Link Road, Andheri W H M P School Mumbai Maharashtra, MUMBAI, MAHARASHTRA, 400058","Apr 07, 2025 - Perpetual",aif
105,Alchemie Ventures Fund,IN/AIF3/22-23/1086,Category III,Rajendra Mhatre,rajendra.mhatre@aarti-industries.com,,,,,400080,Mumbai,Maharashtra,"2nd Floor, Udyog Kshetra, 71, Mulund Goregaon Link Road, Mulund West, MUMBAI, MAHARASHTRA, 400080","2nd Floor, Udyog Kshetra, 71, Mulund Goregaon Link Road, Mulund West, MUMBAI, MAHARASHTRA, 400080","Jun 13, 2022 - Perpetual",aif
106,Alchemy Alternative Investment Trust,IN/AIF3/17-18/0381,Category III,Chirag Pandya,compliance@alchemycapital.com,,,,,,,,,,"Oct 24, 2017 - Perpetual",aif
107,Alkemi Venture Fund I,IN/AIF2/18-19/0533,Category II,Alka Goel,alka@alkemivp.com,0910919810106796,0910919810106796,,,110017,New Delhi,National Capital Territory Of Delhi,"90/12, AB, Malviya Nagar, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110017","90/12, AB, Malviya Nagar, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110017","Apr 20, 2018 - Perpetual",aif
108,Alkemi Venture Fund II,IN/AIF2/21-22/0984,Category II,Alka Goel,alka@alkemivp.com,,,,,110017,New Delhi,National Capital Territory Of Delhi,"90 12, AB, Malviya Nagar, New Delhi, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110017","90 12, AB, Malviya Nagar, New Delhi, NEW DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110017","Jan 31, 2022 - Perpetual",aif
109,All In Capital Trust,IN/AIF2/24-25/1512,Category II,Aditya Singh,simran@allincapital.vc,,,,,400080,Mumbai,Maharashtra,"522, Corporate Centre, Nirmal Lifestyles, LBS Marg, Mulund West, Mumbai, MUMBAI, MAHARASHTRA, 400080","522, Corporate Centre, Nirmal Lifestyles, LBS Marg, Mulund West, Mumbai, MUMBAI, MAHARASHTRA, 400080","May 06, 2024 - Perpetual",aif
110,Allvest Calathea Trust,IN/AIF3/26-27/2211,Category III,Abhishek Khemka,compliance@allvestcalathea.co,,,,,400070,Mumbai,Maharashtra,"Unit No. SF B 02, Second Floor, Art Guild House,, Phoenix Market City, LBS Marg, Kurla, Mumbai, MUMBAI, MAHARASHTRA, 400070",,"Jun 08, 2026 - Perpetual",aif
111,Allvest Growth Capital Trust,IN/AIF2/26-27/2149,Category II,Bhoumik Mehta,complianceofficer.aimpl@allvest.co,,,,,400070,Mumbai,Maharashtra,"Unit No. SF B 02, Second Floor, Art Guild House,, Phoenix Market City, LBS Marg, Kurla, MUMBAI, MAHARASHTRA, 400070",,"Apr 24, 2026 - Perpetual",aif
112,Almontroz Trust,IN/AIF2/25-26/2064,Category II,Mit  Mehta,almontrozaifservices@gmail.com,,,,,400098,Mumbai,Maharashtra,"Level 5 Grande Palladium, 175 Cst Road Off Bkc, Vidyanagari, MUMBAI, MAHARASHTRA, 400098",,"Feb 24, 2026 - Perpetual",aif
113,ALPHA ALTERNATIVES INVESTMENT FUND,IN/AIF3/18-19/0544,Category III,ASHIM SAHNI,ashim@alt-alpha.com,9102261458900,9102261458900,,,400013,Mumbai,Maharashtra,"34th Floor, Sunshine Tower, Senapati Bapat Marg, Dadar West, MUMBAI, MAHARASHTRA, 400013","34th Floor, Sunshine Tower, Senapati Bapat Marg, Dadar West, MUMBAI, MAHARASHTRA, 400013","May 18, 2018 - Perpetual",aif
114,Alpha Alternatives MSAR LLP,IN/AIF3/21-22/0901,Category III,Ashim Sahni,ashim@alt-alpha.com,,,,,400013,Mumbai,Maharashtra,"34th Floor, Sunshine Tower, Senapati Bapat Marg, Dadar West, MUMBAI, MAHARASHTRA, 400013","34th Floor, Sunshine Tower, Senapati Bapat Marg, Dadar West, MUMBAI, MAHARASHTRA, 400013","Jul 01, 2021 - Perpetual",aif
115,Alpha Alternatives Special Situations Fund,IN/AIF2/22-23/1160,Category II,Mayank Varshney,compliance@alt-alpha.com,,,,,400013,Mumbai,Maharashtra,"34th Floor, Sunshine Tower, Senapati Bapat Marg, Near Kamgar Krida Maidan, Dadar West, MUMBAI, MAHARASHTRA, 400013","34th Floor, Sunshine Tower, Senapati Bapat Marg, Near Kamgar Krida Maidan, Dadar West, MUMBAI, MAHARASHTRA, 400013","Oct 21, 2022 - Perpetual",aif
116,Alpha Right Fund,IN/AIF3/24-25/1496,Category III,Sunil Goyal,sg@ladderup.com,,,,,400051,Mumbai,Maharashtra,"102 A, 1st Floor, Hallmark Business Plaza, Gurunanak Hospital Road, Bandra East, Mumbai 400 051, MUMBAI, MAHARASHTRA, 400051","102 A, 1st Floor, Hallmark Business Plaza, Gurunanak Hospital Road, Bandra East, Mumbai 400 051, MUMBAI, MAHARASHTRA, 400051","Apr 10, 2024 - Perpetual",aif
117,AlphaComet Trust,IN/AIF3/26-27/2170,Category III,Vashu Paliwal,vashu.paliwal@alphacomet.in,,,,,400072,Mumbai,Maharashtra,"WeWork Lightbridge, 6th Floor, Hiranandani Business Park, Saki Vihar Road, Tunga Village, Chandivali, Powai, MUMBAI, MAHARASHTRA, 400072",,"May 11, 2026 - Perpetual",aif
118,ALPHAMINE AIF,IN/AIF3/21-22/0948,Category III,ANIL  VEMIREDDY,compliance.in@alphamineim.com,,,,,400051,Mumbai,Maharashtra,"Unit no. 12 A-05, 13th Floor, Parinee Crescenzo, G Block, Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","Unit no. 12 A-05, 13th Floor, Parinee Crescenzo, G Block, Bandra Kurla Complex, Bandra East, MUMBAI, MAHARASHTRA, 400051","Nov 03, 2021 - Perpetual",aif
119,ALPHASQUARE OPPORTUNITIES FUND,IN/AIF3/22-23/1104,Category III,Prasanta Mohanty,info@alphasquarefund.com,,,,,400013,Mumbai,Maharashtra,"303 Tower A Peninsula Business Park, GK Marg Lower Parel Delisle Road, MUMBAI, MAHARASHTRA, 400013","303 Tower A Peninsula Business Park, GK Marg Lower Parel Delisle Road, MUMBAI, MAHARASHTRA, 400013","Jul 14, 2022 - Perpetual",aif
120,ALPHEGA INVESTMENT TRUST,IN/AIF2/24-25/1608,Category II,PRASHANT VOHERA,prashant@aisindia.co.in,,,,,380015,Ahmedabad,Gujarat,"21A, Titanium, Corporate Road, Prahaladnagar, AHMEDABAD, GUJARAT, 380015","21A, Titanium, Corporate Road, Prahaladnagar, AHMEDABAD, GUJARAT, 380015","Oct 03, 2024 - Perpetual",aif
121,ALT VENTURE CAPITAL FUND,IN/AIF1/23-24/1280,Category I,Gandhimadhy Varadarajan,gandhimadhy.varadarajan@letsventure.com,,,,,560025,Bangalore,Karnataka,"51 Indiqube Penta Rachimond Road, Shantala Nagar, BANGALORE, KARNATAKA, 560025","51 Indiqube Penta Rachimond Road, Shantala Nagar, BANGALORE, KARNATAKA, 560025","May 18, 2023 - Perpetual",aif
122,ALTA CURA AI TRUST,IN/AIF3/23-24/1418,Category III,PRATEEK GUPTA,OPS@ALTACURATECH.COM,,,,,110001,Delhi,National Capital Territory Of Delhi,"61, Second Floor, Panchkuian Road, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110001","61, Second Floor, Panchkuian Road, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110001","Dec 28, 2023 - Perpetual",aif
123,AltaCura AI Absolute Return Fund LLP,IN/AIF3/21-22/0934,Category III,Raman Nagppal,rnagpal@accuracap.com,,,,,201301,Noida,Uttar Pradesh,"61, 2nd Floor , Panchkuian Road, Central Delhi, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110001","C 115 , Sector 39, NOIDA, UTTAR PRADESH, 201301","Sep 30, 2021 - Perpetual",aif
124,AltCap Yield Fund,IN/AIF2/20-21/0831,Category II,Atul V  Mohan,legal@propertyshare.in,,,,,560001,Bangalore,Karnataka,"10th Floor,SKAV Seethalakshmi, 21/22, Kasturba Road, BANGALORE, KARNATAKA, 560001","10th Floor, SKAV Seethalakshmi, 21/22, Kasturba Road ., BANGALORE, KARNATAKA, 560001","Oct 07, 2020 - Perpetual",aif
125,Alteria Capital Fund II,IN/AIF2/20-21/0843,Category II,Jinal Gandhi,jinal@alteriacapital.com,,,,,400030,Mumbai,Maharashtra,"Third Floor Birla Centurion , Pandurang Budhkar Marg Worli  Mumbai  India  400030, MUMBAI, MAHARASHTRA, 400030","Third Floor Birla Centurion , Pandurang Budhkar Marg Worli  Mumbai  India  400030, MUMBAI, MAHARASHTRA, 400030","Dec 03, 2020 - Perpetual",aif
126,Alteria Capital Fund III,IN/AIF2/22-23/1061,Category II,Jinal Gandhi,jinal@alteriacapital.com,,,,,400013,Mumbai,Maharashtra,"1002A, 10th Floor, Tower 1, One International Centre, Senapati Bapat Marg, Prabhadevi, MUMBAI, MAHARASHTRA, 400013","1002A, 10th Floor, Tower 1, One International Centre, Senapati Bapat Marg, Prabhadevi, MUMBAI, MAHARASHTRA, 400013","May 10, 2022 - Perpetual",aif
127,Alteria Capital Fund IV,IN/AIF2/25-26/1877,Category II,Jinal Gandhi,jinal@alteriacapital.com,,,,,400013,Mumbai,Maharashtra,"1002 A 10th Floor Tower 1 One International Center Senapati Bapat Marg Prabhadevi, MUMBAI, MAHARASHTRA, 400013","1002 A 10th Floor Tower 1 One International Center Senapati Bapat Marg Prabhadevi, MUMBAI, MAHARASHTRA, 400013","Aug 12, 2025 - Perpetual",aif
128,Alteria Capital India Fund I,IN/AIF2/17-18/0388,Category II,,,,,,,400030,Mumbai,Maharashtra,"3rd Floor, Birla Centurion, Century Mills Compound, Pandurang Budhkar Marg, MUMBAI, MAHARASHTRA, 400030",,"Nov 10, 2017 - Perpetual",aif
129,AltFirst India Fund,IN/AIF2/23-24/1469,Category II,Jitendra Nayyar,jitendra.nayyar@oisterglobal.com,,,,,122002,Gurgaon,Haryana,"Two Horizon Center, Suite 628 629, Level 6 Wing B, Golf Course , Golf Course Road, DLF Phase V, Sector 43, GURGAON, HARYANA, 122002","Two Horizon Center, Suite 611, Level 6 Wing B, Golf Course Road, DLF Phase V, Sector 43, GURGAON, HARYANA, 122002","Mar 22, 2024 - Perpetual",aif
130,ALTURAS INDIA FUND,IN/AIF3/24-25/1766,Category III,Prabhat Awasthi,prabhatawasthi@alturasim.co.in,,,,,400013,Mumbai,Maharashtra,"2202, 22nd Floor, Indiabulls Sky, Elphistone, MUMBAI, MAHARASHTRA, 400013","2202, 22nd Floor, Indiabulls Sky, Elphistone, MUMBAI, MAHARASHTRA, 400013","Mar 21, 2025 - Perpetual",aif
131,ALYXIS VENTURE PARTNERS TRUST,IN/AIF2/24-25/1504,Category II,KRISHNAMURTHY RAMANATHAN,ramanathan@alyxisventures.com,,,,,560054,Bangalore,Karnataka,"23 6th Main Road Mathikere Extension, BANGALORE, KARNATAKA, 560054","23 6th Main Road Mathikere Extension, BANGALORE, KARNATAKA, 560054","Apr 26, 2024 - Perpetual",aif
132,Amara Partners Trust,IN/AIF2/23-24/1413,Category II,Mitesh Shah,compliance@amarapt.com,,,,,400013,Mumbai,Maharashtra,"4-6 Floor-G, Plot-123/125, A, Hampton Court, Nathalal Parikh Marg, Colaba, Mumbai - 400 005, MUMBAI, MAHARASHTRA, 400005","704 B, 7th Floor, Piramal Tower, Peninsula Corporate Park, Ganpatrao Kadam Marg, Lower Parel (W), Mumbai 400013, MUMBAI, MAHARASHTRA, 400013","Dec 18, 2023 - Perpetual",aif
133,Amaya Investment Trust,IN/AIF3/23-24/1290,Category III,Amit Khanna,amit@phoenixadvisers.com,,,,,110037,Delhi,National Capital Territory Of Delhi,"Unit 3A 3rd Floor Aria Commercial Towers JW Marriott Hotel Asset Area 4 Aerocity New Delhi 110037 In, Unit 3A 3rd Floor Aria Commercial Towers JW Marriott Hotel Asset Area 4 Aerocity New Delhi 110037 In, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110037","Unit 3A 3rd Floor Aria Commercial Towers JW Marriott Hotel Asset Area 4 Aerocity New Delhi 110037 In, Unit 3A 3rd Floor Aria Commercial Towers JW Marriott Hotel Asset Area 4 Aerocity New Delhi 110037 In, DELHI, NATIONAL CAPITAL TERRITORY OF DELHI, 110037","Jun 07, 2023 - Perpetual",aif
